pair_dir,prompt_a,prompt_b,variant,pixel_mse_to_A_full,pixel_l2_to_A_full,pixel_mse_to_B_full,pixel_l2_to_B_full,lpips_to_A_full,lpips_to_B_full,clip_align_to_prompt_A,clip_align_to_prompt_B,clip_semantic_margin_B_minus_A,b_survival_ratio_mse,a_dominance_ratio_mse
./ab_out_k27/dancer/pair_00_A_young_woman_in_a_flowing_whi__A_young_man_in_flowing_white_c,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young man in flowing white clothes dances gracefully in a sunlit grassy meadow,B_from_step2,0.05136973410844803,2218.77197265625,0.017995204776525497,1303.6026611328125,,,0.256401002407074,0.31251299381256104,0.05611199140548706,2.8546345955150874,0.35030753202917764
./ab_out_k27/dancer/pair_00_A_young_woman_in_a_flowing_whi__A_young_man_in_flowing_white_c,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young man in flowing white clothes dances gracefully in a sunlit grassy meadow,B_from_step7,0.020253343507647514,1394.2337646484375,0.061754170805215836,2430.9541015625,,,0.27552735805511475,0.3055565357208252,0.03002917766571045,0.32796721652259464,3.049085242735251
./ab_out_k27/dancer/pair_01_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_whi,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing white dress dances gracefully on a sunlit rooftop in a city,B_from_step2,0.06706949323415756,2532.986328125,0.2383565753698349,4767.44677734375,,,0.2725115418434143,0.2857387065887451,0.01322716474533081,0.2813830209218785,3.5538747033270144
./ab_out_k27/dancer/pair_01_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_whi,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing white dress dances gracefully on a sunlit rooftop in a city,B_from_step7,0.024100657552480698,1519.9205322265625,0.2574510872364044,4967.04736328125,,,0.28095781803131104,0.2582188844680786,-0.022738933563232422,0.09361256855112937,10.682326267479985
./ab_out_k27/dancer/pair_02_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_cri,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing crimson red dress dances gracefully in a sunlit grassy meadow,B_from_step2,0.10053423047065735,3100.28271484375,0.09837369620800018,3051.892822265625,,,0.2803226113319397,0.3164294958114624,0.036106884479522705,1.0219625199208633,0.9785094663524803
./ab_out_k27/dancer/pair_02_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_cri,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing crimson red dress dances gracefully in a sunlit grassy meadow,B_from_step7,0.02995438314974308,1695.21142578125,0.15604843199253082,3863.063232421875,,,0.26973646879196167,0.2565630376338959,-0.013173431158065796,0.19195568175383415,5.209535820265064
./ab_out_k27/dancer/pair_03_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_whi,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing white dress stands still with eyes closed in a sunlit grassy meadow,B_from_step2,0.13235321640968323,3565.91650390625,0.047798920422792435,2124.462890625,,,0.26833343505859375,0.29140686988830566,0.023073434829711914,2.7689582785340887,0.3611466477311493
./ab_out_k27/dancer/pair_03_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_whi,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing white dress stands still with eyes closed in a sunlit grassy meadow,B_from_step7,0.03191490098834038,1749.8143310546875,0.1589471995830536,3902.729736328125,,,0.2941858470439911,0.27982109785079956,-0.014364749193191528,0.20078932546190664,4.980344436635493
./ab_out_k27/dancer/pair_04_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_sequined_gl,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a sequined glittering dress dances gracefully in a sunlit grassy meadow,B_from_step2,0.0434894859790802,2038.9007568359375,0.06742212176322937,2532.69140625,,,0.2714364230632782,0.3032550811767578,0.031818658113479614,0.6450328889352525,1.5503085457404926
./ab_out_k27/dancer/pair_04_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_sequined_gl,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a sequined glittering dress dances gracefully in a sunlit grassy meadow,B_from_step7,0.013306545093655586,1129.3505859375,0.07190144807100296,2616.996337890625,,,0.28018641471862793,0.2812599539756775,0.0010735392570495605,0.1850664409500532,5.403464803593892
