pair_dir,prompt_a,prompt_b,variant,pixel_mse_to_A_full,pixel_l2_to_A_full,pixel_mse_to_B_full,pixel_l2_to_B_full,lpips_to_A_full,lpips_to_B_full,clip_align_to_prompt_A,clip_align_to_prompt_B,clip_semantic_margin_B_minus_A,b_survival_ratio_mse,a_dominance_ratio_mse
./ab_out/dog/pair_00_A_fluffy_golden_retriever_wear__A_fluffy_black_labrador_wearin,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy black labrador wearing a red collar walks slowly on a sandy beach at sunset,B_from_step5,0.03678799048066139,1862.63427734375,0.1407129019498825,3628.6728515625,,,0.2769511044025421,0.3119867444038391,0.035035640001297,0.26144006676633047,3.824968423427533
./ab_out/dog/pair_00_A_fluffy_golden_retriever_wear__A_fluffy_black_labrador_wearin,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy black labrador wearing a red collar walks slowly on a sandy beach at sunset,B_from_step10,0.0076958839781582355,853.3143920898438,0.14133572578430176,3624.56298828125,,,0.2624444365501404,0.26144087314605713,-0.001003563404083252,0.05445108754670591,18.365106098978114
./ab_out/dog/pair_01_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a red collar walks slowly through a snowy pine forest at sunset,B_from_step5,0.05623975768685341,2303.259765625,0.37932202219963074,6004.4169921875,,,0.28328925371170044,0.25119760632514954,-0.0320916473865509,0.14826388766127419,6.74473073500281
./ab_out/dog/pair_01_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a red collar walks slowly through a snowy pine forest at sunset,B_from_step10,0.022628536447882652,1466.2679443359375,0.4133700430393219,6275.98486328125,,,0.2798478603363037,0.1894822120666504,-0.09036564826965332,0.05474159733856212,18.267643777642583
./ab_out/dog/pair_02_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a bright blue collar walks slowly on a sandy beach at sunset,B_from_step5,0.008997509256005287,921.1531372070312,0.021689817309379578,1431.6929931640625,,,0.3212363123893738,0.32572251558303833,0.004486203193664551,0.41482641958973027,2.4106468459482775
./ab_out/dog/pair_02_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a bright blue collar walks slowly on a sandy beach at sunset,B_from_step10,0.005386820994317532,714.5670166015625,0.02181289717555046,1437.249267578125,,,0.2968737781047821,0.2970927953720093,0.00021901726722717285,0.24695577808689653,4.049307968198781
./ab_out/dog/pair_03_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a red collar runs fast across a sandy beach at sunset,B_from_step5,0.02953040786087513,1673.642822265625,0.07790856063365936,2718.59765625,,,0.31605395674705505,0.3000409007072449,-0.01601305603981018,0.3790393202068337,2.6382487163978694
./ab_out/dog/pair_03_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a red collar runs fast across a sandy beach at sunset,B_from_step10,0.010280058719217777,987.1510620117188,0.0822373777627945,2793.138671875,,,0.29567545652389526,0.2828819155693054,-0.012793540954589844,0.12500469979562798,7.999699224388481
./ab_out/dog/pair_04_A_fluffy_golden_retriever_wear__A_short-haired_golden_retrieve,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A short-haired golden retriever wearing a red collar walks slowly on a sandy beach at sunset,B_from_step5,0.017461184412240982,1284.861083984375,0.02057916484773159,1391.57080078125,,,0.3148585557937622,0.3079788088798523,-0.006879746913909912,0.8484884853899065,1.1785663768206227
./ab_out/dog/pair_04_A_fluffy_golden_retriever_wear__A_short-haired_golden_retrieve,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A short-haired golden retriever wearing a red collar walks slowly on a sandy beach at sunset,B_from_step10,0.007279736455529928,830.4144897460938,0.02830141969025135,1630.8909912109375,,,0.3185630440711975,0.31210097670555115,-0.006462067365646362,0.2572216000187966,3.8876983889647074
